fire_id,cause_id,agency_id,time_id,collection_method,acres_burned,shape_area,shape_length,duration_days
5017,1,5,2139,7.0,267.3528,1890640.84765625,9469.15721685929,6.0
5018,10,2,2167,7.0,241.0146,1448829.9453125,8217.35546958081,0.0
5019,9,1,2144,6.0,240.4373,1621029.95703125,6493.05794898819,0.0
5020,1,2,2119,1.0,217.545,1314647.77734375,4961.24976990887,1.0
5021,9,5,2168,1.0,217.4034,1327503.65625,11245.851645085,1.0
5022,10,1,2169,2.0,215.6143,1341677.1640625,7725.86796586148,3.0
5023,14,1,2130,1.0,214.0219,1334298.6328125,6656.1655459729,0.0
5024,2,1,2170,1.0,209.7798,1306479.2421875,4961.05903853039,0.0
5025,4,3,2171,8.0,206.3687,1323247.515625,9864.06705384193,3.0
5026,1,4,2162,1.0,202.9928,1319724.98828125,5442.98133505874,6.0
5027,11,1,2160,2.0,191.5002,1114503.234375,7536.12076921941,3.0
5028,2,2,2172,2.0,188.9787,1139894.1796875,6903.32039456343,1.0
5029,2,1,2173,1.0,187.7928,1151301.03125,6147.05014803858,0.0
5030,9,1,2174,1.0,185.4253,1060174.59375,4278.62612010901,1.0
5031,1,5,2119,1.0,182.72,1102732.671875,6532.65478504228,6.0
5032,9,5,2175,1.0,179.29,1072709.859375,7264.88547253834,2.0
5033,9,2,2176,1.0,171.7036,1031682.15234375,5470.27841149662,0.0
5034,1,5,2177,1.0,170.0369,1035489.5703125,7190.99551854048,2.0
5035,14,2,2120,1.0,167.452,1028406.0625,6433.86518212909,0.0
5036,2,1,2164,1.0,167.3494,983418.23046875,5911.42678300816,1.0
5037,2,1,2125,1.0,162.7898,1027613.48046875,4914.84169707898,1.0
5038,1,1,2132,1.0,160.2964,918010.1015625,4195.84609271957,1.0
5039,10,2,2178,1.0,155.2015,935851.0859375,6174.80431814683,1.0
5040,14,5,2174,2.0,151.0212,927274.984375,6498.68203341624,2.0
5041,10,1,2178,1.0,149.2061,1006529.05859375,5930.0950949014,0.0
5042,11,1,2136,2.0,144.9671,937923.0625,5508.20687721892,0.0
5043,14,1,2179,1.0,143.4112,854453.75390625,5770.97086307566,1.0
5044,1,3,2180,1.0,141.8243,813019.9921875,5817.62562954815,5.0
5045,10,1,2181,1.0,140.3277,945731.33984375,4457.13689672994,1.0
5046,14,5,2130,1.0,138.65,845941.85546875,3796.0539868575,3.0
5047,9,5,2161,1.0,138.5002,830922.99609375,8337.74993017164,2.0
5048,1,3,2119,7.0,135.8848,831571.8046875,3517.61272537458,7.0
5049,4,1,2132,7.0,134.7687,835607.265625,4377.59031284962,2.0
5050,2,5,2182,1.0,134.3597,816668.234375,5149.7794464316,0.0
5051,1,2,2130,7.0,132.5602,797048.28125,4528.19139409819,0.0
5052,10,1,2162,1.0,129.6425,791332.5078125,3887.33864547145,0.0
5053,1,3,2119,8.0,124.81,751195.78515625,4759.48593205193,3.0
5054,14,5,2183,1.0,120.4073,735296.63671875,4256.60020696228,2.0
5055,2,1,2184,1.0,120.1135,874987.62890625,4481.04763682501,1.0
5056,2,2,2173,7.0,117.999,687484.37890625,4315.92378065701,0.0
5057,2,1,2185,1.0,114.5797,714496.1796875,5222.18637348705,1.0
5058,9,1,2152,1.0,114.4146,743322.640625,6025.15586817279,0.0
5059,1,3,2186,7.0,114.3859,705612.28515625,3675.73396803774,4.0
5060,1,2,2132,1.0,113.5577,681526.0546875,4572.91449350967,0.0
5061,14,1,2187,2.0,109.5609,738875.83203125,3405.18009013689,0.0
5062,14,2,2188,1.0,108.0505,646456.08203125,4998.91101499035,0.0
5063,1,3,2119,6.0,107.0067,642197.0625,3918.60857817067,3.0
5064,9,5,2168,1.0,104.6856,627599.93359375,6104.54680319181,2.0
5065,9,3,2189,1.0,102.8208,603478.07421875,4344.2313198983,4.0
5066,5,3,2146,1.0,101.2743,679237.75390625,5858.83026455497,0.0
5067,14,1,2190,1.0,98.981,583209.3046875,4593.40056929706,0.0
5068,9,5,2191,1.0,97.54586,583149.9296875,3724.86301756095,1.0
5069,2,1,2192,7.0,97.39137,605816.85546875,2985.7030346888,0.0
5070,2,1,2193,1.0,96.83292,637130.6640625,4566.82854632504,4.0
5071,5,1,2187,2.0,89.82805,557719.171875,3227.0961148803,0.0
5072,2,5,2143,1.0,86.58503,526105.5703125,3488.37723284751,0.0
5073,1,5,2152,7.0,84.09361,599853.54296875,5927.0088243223,2.0
5074,11,1,2194,2.0,83.77201,518240.2421875,3200.4061121962,0.0
5075,14,2,2130,7.0,82.12325,493332.125,4318.13329433762,0.0
5076,9,1,2195,1.0,80.91879,540563.73828125,3957.72301814366,0.0
5077,14,2,2195,1.0,80.12396,481904.89453125,4222.31498454896,0.0
5078,14,1,2196,1.0,78.90387,464935.33203125,4225.7759800418,0.0
5079,9,1,2141,2.0,78.74112,499035.4921875,3194.52153300961,0.0
5080,14,1,2197,8.0,78.68054,482868.765625,4184.80893326541,0.0
5081,14,1,2198,1.0,77.20834,501618.1953125,3403.94637784005,1.0
5082,5,3,2199,1.0,75.98407,510175.28125,8244.9991644314,3.0
5083,5,5,2200,1.0,73.9867,457940.23828125,5698.07448126235,1.0
5084,2,1,2192,1.0,71.58362,469856.66015625,4638.47032155218,3.0
5085,14,1,2201,1.0,71.13065,419808.609375,3656.1972842043,0.0
5086,2,5,2144,1.0,69.24511,421786.9296875,3267.89647946399,0.0
5087,2,1,2202,7.0,68.46138,423000.3125,3038.54641808019,0.0
5088,14,1,2180,1.0,67.3874,398635.26171875,3746.44096235881,2.0
5089,14,1,2119,1.0,65.92692,443676.47265625,3168.53455221432,0.0
5090,1,3,2119,8.0,65.54086,396602.34375,2919.48434458509,7.0
5091,10,3,2162,1.0,64.58863,376558.20703125,5387.39642238854,1.0
5092,1,1,2152,1.0,64.31986,397299.91796875,2482.90910538196,0.0
5093,11,1,2180,1.0,64.04843,392776.78125,3460.03949027576,0.0
5094,18,1,2203,6.0,62.84015,444364.5,2739.61628431096,1.0
5095,11,2,2204,1.0,60.44737,359538.265625,3884.07570500821,4.0
5096,2,1,2121,1.0,60.0936,373620.5703125,3370.44069669331,0.0
5097,5,3,2146,1.0,59.73061,389425.30859375,4047.44419109196,2.0
5098,14,2,2134,1.0,58.85123,349803.5703125,3366.45522165533,0.0
5099,1,3,2143,1.0,58.56498,361607.79296875,4262.36663026215,14.0
5100,2,2,2205,7.0,57.09016,342673.23828125,2751.93947127711,0.0
5101,7,1,2206,1.0,56.78341,372475.60546875,3264.18047753606,2.0
5102,10,1,2207,8.0,56.77666,331967.36328125,2606.56755050476,0.0
5103,18,1,2208,1.0,55.09675,386875.6953125,3677.96809763828,4.0
5104,2,1,2209,1.0,55.0635,358128.37890625,3710.92599407438,0.0
5105,9,3,2200,1.0,54.85623,324609.54296875,4767.68539259623,12.0
5106,9,1,2210,1.0,54.52419,317857.2109375,4172.07438548838,1.0
5107,9,3,2211,7.0,54.30179,323098.6875,3074.10999680146,0.0
5108,14,1,2212,1.0,52.32206,308147.92578125,2475.42859861408,0.0
5109,14,1,2213,1.0,50.76545,296622.33984375,3574.84126117822,0.0
5110,14,2,2214,7.0,50.53924,301732.30078125,3115.20597173958,0.0
5111,5,1,2146,1.0,46.53661,310131.9921875,3119.9864710831,0.0
5112,14,1,2136,1.0,46.07224,271239.0234375,2368.81026434134,0.0
5113,18,1,2215,6.0,44.16401,278427.21875,2129.26603932443,0.0
5114,5,1,2146,1.0,44.06646,291231.6953125,3954.04051650561,4.0
5115,14,2,2206,1.0,42.16852,253622.87109375,3101.75294407031,0.0
5116,2,1,2132,7.0,39.64523,245198.14453125,1975.6041814203,0.0
5117,5,3,2216,1.0,39.55087,258189.5234375,2619.71064358862,21.0
5118,9,3,2217,7.0,39.44989,241831.59375,2342.72761859441,8.0
5119,14,1,2218,1.0,39.01207,238167.50390625,2816.30744218729,0.0
5120,1,2,2135,7.0,36.84941,221025.91796875,2955.02229969224,0.0
5121,14,1,2126,1.0,35.89542,205358.4765625,2580.84439577034,1.0
5122,9,3,2131,6.0,35.07863,211216.109375,2158.74269779751,5.0
5123,1,3,2132,7.0,34.85452,214101.57421875,2086.70747934182,4.0
5124,11,1,2120,6.0,34.81565,215314.30859375,1907.4772716615,0.0
5125,14,5,2161,8.0,33.41822,196160.7109375,2142.53240228234,0.0
5126,2,3,2219,1.0,32.88799,194530.23046875,3211.52949526426,0.0
5127,5,3,2146,1.0,32.40136,215723.6875,2512.32681184392,2.0
5128,9,3,2122,1.0,32.03907,187214.41015625,2188.53664494231,0.0
5129,18,1,2220,1.0,31.98037,216283.55078125,3298.70539743051,0.0
5130,11,1,2213,7.0,31.46874,222013.19921875,2655.688399251,1.0
5131,14,1,2119,6.0,31.11979,207384.921875,1930.58150414103,0.0
5132,5,3,2221,1.0,31.11736,207265.83984375,2406.09794955635,1.0
5133,9,5,2127,1.0,30.29758,181852.80078125,2849.77320017023,3.0
5134,14,9,2175,8.0,30.27678,175443.52734375,6231.52523253832,1.0
5135,1,1,2218,1.0,29.68156,188271.6328125,1900.46678259691,0.0
5136,2,2,2163,7.0,29.46317,175832.125,3314.72479869075,0.0
5137,9,3,2147,1.0,29.17255,171795.15625,1806.34331915584,0.0
5138,9,1,2222,1.0,28.64768,189828.9375,2306.90726603603,2.0
5139,2,3,2223,7.0,27.96885,172101.0546875,2152.20510461976,0.0
5140,14,2,2224,7.0,27.7058,166418.046875,1934.52069421461,0.0
5141,2,3,2222,1.0,27.34136,188141.85546875,2414.38563710082,0.0
5142,14,2,2164,7.0,27.30478,163843.27734375,2586.18980110461,0.0
5143,14,1,2225,1.0,27.29748,169727.44140625,2487.026224782,0.0
5144,14,1,2226,1.0,27.03495,168747.8359375,2809.27976288178,0.0
5145,14,2,2217,1.0,25.9407,154397.55859375,2579.26769413442,0.0
5146,10,3,2227,1.0,25.89026,154852.8515625,2553.54360366702,0.0
5147,1,3,2139,7.0,25.70178,152957.5,2438.25897319837,2.0
5148,2,1,2228,1.0,25.3986,158316.8671875,2100.11118453216,0.0
5149,9,3,2196,7.0,25.13855,155673.4296875,1897.3663570837,78.0
5150,11,1,2196,2.0,25.12124,157099.1796875,1752.66916838388,0.0
5151,9,3,2212,6.0,24.00594,144553.4765625,2217.50021104471,10.0
5152,14,2,2187,7.0,23.67797,142072.39453125,1719.54447672708,0.0
5153,14,2,2148,7.0,23.38194,139721.41796875,2231.02249003858,0.0
5154,5,3,2228,1.0,22.96329,152849.78125,2276.26096729009,0.0
5155,1,4,2123,1.0,22.89625,149143.05078125,1733.04094349862,21.0
5156,9,3,2229,8.0,22.58742,135993.52734375,2392.84980289221,0.0
5157,10,1,2141,1.0,22.38916,141802.1875,2455.34262006686,0.0
5158,14,1,2220,1.0,21.72746,124326.3046875,1880.70543774271,1.0
5159,14,1,2188,1.0,21.69398,126701.6953125,1815.16095507106,0.0
5160,9,1,2230,1.0,21.61277,136393.859375,2220.02044906614,0.0
5161,1,1,2152,1.0,21.28536,132010.859375,1670.93504011123,0.0
5162,14,1,2231,6.0,21.28499,134125.97265625,1497.28762632003,0.0
5163,9,1,2146,1.0,21.02024,148312.90234375,1752.49151992524,0.0
5164,18,1,2198,6.0,20.65554,151426.09375,1793.1599991046,2.0
5165,2,1,2182,1.0,20.48554,126793.7890625,1855.29418165595,0.0
5166,14,1,2129,6.0,20.09166,135357.203125,1668.0261500683,0.0
5167,14,1,2232,1.0,19.71009,121297.9140625,1702.22408478182,0.0
5168,7,1,2189,1.0,19.65018,121469.27734375,2152.74932242485,0.0
5169,4,4,2233,1.0,19.64026,126540.41015625,1808.71488084748,2.0
5170,14,5,2178,1.0,19.62492,136004.30078125,2006.08683358014,1.0
5171,5,3,2234,1.0,19.58562,130862.3359375,1852.72975154283,0.0
5172,1,3,2218,6.0,19.22936,114809.09765625,1482.38213735892,0.0
5173,14,5,2157,1.0,18.87362,115753.0390625,1728.45465669834,0.0
5174,7,3,2234,1.0,18.78683,125572.375,1512.22895709347,1.0
5175,14,1,2235,7.0,18.57087,125082.51953125,1516.31969594372,0.0
5176,2,3,2206,1.0,18.34982,107731.80078125,2024.91200340825,1.0
5177,1,1,2236,1.0,17.62443,127359.82421875,1974.61916187756,0.0
5178,9,3,2237,1.0,17.60636,105179.98046875,2067.89776601561,4.0
5179,10,1,2238,1.0,17.49644,107206.28515625,1341.05483492406,0.0
5180,11,1,2197,2.0,17.32407,113204.671875,1322.56639344916,0.0
5181,5,2,2239,1.0,17.14412,102933.2578125,1914.37756055867,0.0
5182,2,1,2137,1.0,17.05639,115513.56640625,1921.79429582198,0.0
5183,18,1,2146,7.0,16.59121,112053.40625,2671.10276153999,1.0
5184,14,1,2155,1.0,16.47446,110332.42578125,1569.84070383435,0.0
5185,18,1,2146,6.0,16.18819,110509.046875,1645.75346224105,0.0
5186,11,1,2199,1.0,16.16243,100612.09375,3342.6715015457,1.0
5187,7,3,2212,1.0,15.91067,93665.25390625,2528.0697301966,0.0
5188,1,3,2137,1.0,15.86337,95424.0625,1461.48349449898,4.0
5189,2,1,2127,1.0,15.74842,114926.8125,1765.62935895154,0.0
5190,11,2,2240,1.0,15.49225,91276.53515625,1606.17536123904,0.0
5191,1,3,2119,6.0,15.17708,91510.640625,1364.23141423482,6.0
5192,14,1,2148,1.0,15.04629,95898.18359375,1654.9138419422,0.0
5193,1,1,2137,1.0,14.78616,98487.5703125,1934.17108761468,0.0
5194,2,1,2176,6.0,14.71464,91895.80078125,1577.31977622672,0.0
5195,5,1,2241,1.0,14.38901,93427.375,1418.75581305454,0.0
5196,10,2,2157,1.0,14.24236,84464.09375,1359.63026894954,0.0
5197,4,3,2242,1.0,14.02203,100777.1953125,2070.9849132647,26.0
5198,2,1,2243,1.0,13.91882,89248.8359375,1282.15897410793,0.0
5199,1,3,2130,1.0,13.58235,96606.8046875,1365.46733332442,27.0
5200,1,3,2119,8.0,13.49842,81514.62109375,1306.16761255996,4.0
5201,5,3,2146,1.0,13.08647,87445.55078125,1836.59688301685,1.0
5202,3,3,2244,6.0,12.84431,83488.0078125,1408.80073426962,5.0
5203,1,3,2236,6.0,12.72313,86597.7578125,1374.92757721222,12.0
5204,10,1,2218,7.0,12.57177,79609.8125,1600.41649734966,0.0
5205,1,4,2236,1.0,12.51644,87628.16015625,2798.99279404419,43.0
5206,1,1,2177,1.0,12.32702,90266.1015625,1391.58821213878,0.0
5207,2,1,2245,1.0,12.2906,89687.109375,1521.11483636047,0.0
5208,2,2,2246,1.0,12.05157,71989.45703125,1382.6680830408,0.0
5209,1,3,2152,7.0,11.96871,74540.04296875,1201.39339879862,51.0
5210,11,1,2151,1.0,11.46583,78762.359375,1413.22489097248,4.0
5211,14,4,2247,1.0,11.02602,71677.09765625,1782.6764555246,0.0
5212,2,1,2211,1.0,10.75496,68276.79296875,1346.71192235944,0.0
5213,18,1,2248,6.0,10.36656,71447.9921875,1132.73068885636,0.0
5214,18,1,2146,6.0,10.17023,69497.64453125,1076.32669336059,0.0
5215,4,5,2181,1.0,10.15544,60861.4140625,1525.55023324088,1.0
5216,4,3,2175,2.0,10.14761,65433.94921875,1598.65083203992,11.0
5217,9,3,2123,1.0,10.08531,72830.96484375,1196.59996733778,0.0
5218,9,2,2221,1.0,9.198908,54563.58203125,1195.28167280118,0.0
5219,1,4,2249,1.0,8.151529,51059.734375,1061.45004241677,58.0
5220,18,1,2248,5.0,7.572523,55014.78125,1570.93425480639,0.0
5221,2,3,2250,1.0,6.883944,48375.796875,1065.82660271882,
5222,1,3,2123,1.0,6.748149,47946.515625,890.35254676412,0.0
5223,9,3,2173,1.0,5.935047,35316.78515625,1173.48254693567,0.0
5224,1,1,2177,1.0,5.73167,41910.66015625,927.031365730129,0.0
5225,14,1,2202,1.0,5.339186,32394.40234375,986.200082774512,0.0
5226,9,2,2251,1.0,4.485722,26718.3326015472,579.44151531293,0.0
5227,9,1,2192,1.0,4.267264,31154.91796875,1124.12126675755,0.0
5228,2,2,2160,5.0,4.026458,23967.9824614525,548.808300307691,0.0
5229,10,1,2252,1.0,3.87359,23661.6953125,754.580578073666,0.0
5230,5,1,2253,1.0,3.619458,26249.01953125,765.181618815827,0.0
5231,1,1,2239,1.0,3.422707,25089.01171875,683.147228791739,0.0
5232,9,2,2120,5.0,2.984888,17769.0831634998,472.538765084584,0.0
5233,2,2,2154,1.0,2.435148,14470.3184978962,426.426295100583,0.0
5234,9,1,2165,1.0,2.179572,15666.5,944.98150490678,0.0
5235,9,3,2254,6.0,2.142454,12814.92578125,477.575910248556,0.0
5236,18,1,2208,1.0,2.116817,15484.6796875,522.338450254577,0.0
5237,18,1,2255,1.0,1.67078,12103.96484375,791.418109609761,0.0
5238,2,1,2256,1.0,1.404376,10256.35546875,615.278697670298,0.0
5239,9,2,2239,1.0,1.305455,7758.60746741295,312.24595575695,0.0
5240,2,3,2222,6.0,1.202457,7205.11328125,402.524124841297,0.0
5241,4,2,2225,7.0,1.131127,6624.3671875,388.384070577109,0.0
5242,9,2,2257,5.0,0.7461584,4431.26696026325,235.976572807539,0.0
5243,1,3,2139,1.0,0.5551066,3302.8828125,266.467877717527,0.0
5244,8,1,2258,1.0,0.5522879,3982.78125,389.335261338675,0.0
5245,1,1,2218,1.0,0.3108638,2251.84765625,184.463755853877,0.0
5246,11,4,2257,1.0,0.101242,636.734375,175.38908417298,1.0
5247,9,2,2259,1.0,0.09397248,558.335671246052,83.7630764247708,0.0
5248,10,2,2260,5.0,0.09396579,558.052534639835,83.7418352611445,0.0
5249,9,2,2261,1.0,0.09395437,557.573036432266,83.7058505723618,0.0
5250,14,4,2262,1.0,0.03443666,225.02734375,53.2456711955572,0.0
5251,14,4,2201,1.0,0.01827645,118.76953125,38.6799435131351,0.0
5252,14,4,2263,1.0,0.009118513,59.25,27.32269125797,0.0
5253,14,4,2193,1.0,0.00310692,20.3203125,16.0019464918588,0.0
5254,14,4,2147,1.0,0.002038008,13.23046875,12.9171997560982,0.0
5255,14,4,2128,1.0,0.001532205,10.046875,11.2375470990247,0.0
5256,9,3,2264,7.0,16448.22,101433591.511719,75380.4717925573,6.0
5257,2,2,2265,7.0,12582.28,75287110.4023438,99892.1142996514,4.0
5258,1,5,2266,1.0,9406.033,66786673.65625,87739.3697861458,15.0
5259,9,3,2267,2.0,9336.107,57206017.671875,70270.7242429998,12.0
5260,1,4,2268,7.0,9021.522,57024667.4648438,63649.19339307,100.0
5261,2,5,2269,1.0,2037.966,12337650.2929688,20110.0009339626,5.0
5262,1,4,2264,7.0,1710.69,11137656.3984375,22767.4618235319,102.0
5263,2,2,2270,1.0,1637.727,9915827.2890625,21458.3926463593,10.0
5264,11,1,2271,6.0,1600.084,10298309.6445313,22571.1515637278,0.0
5265,1,5,2272,2.0,1502.195,9240103.98828125,12909.34984437,7.0
5266,1,5,2273,2.0,1452.933,10013197.3515625,21455.5333122029,19.0
5267,14,2,2274,2.0,1311.36,7896875.2109375,19305.4504865963,4.0
5268,14,1,2275,1.0,1289.09,8745865.11328125,19631.5320065406,4.0
5269,11,8,2276,7.0,1219.537,7311003.28515625,12973.7103820765,2.0
5270,1,3,2266,2.0,1204.507,7842005.03125,16024.5505273009,3.0
5271,9,3,2277,2.0,1150.365,7010007.375,21174.2565191743,17.0
5272,7,3,2278,1.0,1039.374,7182631.59375,14015.3968398775,18.0
5273,2,1,2279,1.0,1028.212,6049431.8046875,17465.8308429354,2.0
5274,1,4,2280,1.0,964.4049,6294615.30078125,24222.2494554273,88.0
5275,8,3,2277,3.0,953.3414,5487098.78125,13169.3846428937,5.0
5276,2,5,2269,1.0,947.4343,5743273.640625,11059.0942161464,0.0
5277,2,1,2281,1.0,913.1573,5632606.10546875,13169.9228252218,0.0
5278,1,5,2282,2.0,910.1182,5608424.03515625,15590.2315418312,4.0
5279,1,3,2280,1.0,906.6765,5955881.20703125,19318.522414521,1.0
5280,2,1,2283,1.0,895.2642,5621391.2890625,14171.0947834135,1.0
5281,2,1,2284,1.0,717.2241,4236807.27734375,18020.8245541104,1.0
5282,1,1,2285,2.0,705.6747,4132561.36328125,13992.6914126919,4.0
5283,9,3,2265,1.0,692.8006,4130915.890625,11053.8304233239,3.0
5284,14,1,2286,7.0,684.3978,3915205.26953125,9458.12285465901,5.0
5285,8,1,2287,2.0,672.0052,4565710.90234375,10510.9683885764,32.0
5286,1,5,2273,2.0,631.7201,4147820.4453125,8601.84279661692,4.0
5287,11,1,2288,2.0,604.5287,3875639.23046875,8926.36712942073,1.0
5288,1,5,2285,1.0,551.7151,3381342.2109375,9150.50956908272,3.0
5289,1,1,2285,2.0,522.2162,3058683.65234375,11784.3956337333,3.0
5290,14,1,2289,2.0,511.5375,3345941.8125,12807.4137751812,0.0
5291,14,1,2290,1.0,493.3207,3319276.6484375,14273.2334815636,0.0
5292,14,1,2291,1.0,478.9084,3192375.6875,11764.7429742019,1.0
5293,1,3,2292,2.0,470.9669,3039359.4453125,11660.680805262,88.0
5294,10,1,2293,6.0,462.4332,2960464.33984375,11946.3655057644,0.0
5295,14,1,2294,2.0,458.7751,2977808.2734375,8207.38685765152,27.0
5296,14,2,2295,1.0,356.9384,2155396.34375,7426.53739685468,1.0
5297,14,1,2274,1.0,346.9244,2338334.35546875,6588.04184340802,0.0
5298,9,3,2278,3.0,335.4693,2451140.71875,8946.46096353854,5.0
5299,9,2,2269,1.0,330.066,1995766.38671875,7962.73669605003,0.0
5300,2,2,2264,1.0,285.9098,1749972.49609375,6833.77278227644,0.0
5301,7,1,2296,1.0,255.7537,1509247.55078125,5638.0548622334,1.0
5302,4,3,2297,1.0,254.9384,1469290.77734375,6211.08536717443,1.0
5303,1,5,2298,7.0,249.1405,1820964.8828125,6791.76266925313,2.0
5304,14,1,2299,1.0,236.6831,1505904.484375,5595.96186749415,1.0
5305,1,1,2280,1.0,231.0703,1611142.28515625,6585.65493886287,0.0
5306,7,9,2300,4.0,223.4276,1428643.1796875,7676.50371616689,0.0
5307,2,2,2301,1.0,203.8156,1252213.21484375,5857.56921612194,1.0
5308,2,1,2302,1.0,202.355,1410769.1484375,14262.386826846,11.0
5309,11,2,2274,6.0,195.175,1178778.54296875,4932.94066313273,0.0
5310,14,1,2303,1.0,193.6183,1191736.4921875,5141.24286174009,0.0
5311,11,1,2274,2.0,184.0345,1196626.0546875,6883.44737332204,4.0
5312,1,1,2295,1.0,183.3139,1303286.6171875,7126.472861731,7.0
5313,1,1,2285,7.0,177.2968,1026105.55078125,6902.05086518279,0.0
5314,14,2,2268,1.0,171.4515,1030851.23046875,5280.28064912754,0.0
5315,14,1,2304,1.0,157.9835,992222.5703125,6164.93130231307,1.0
5316,2,2,2305,7.0,151.187,912319.0859375,6360.13367373975,0.0
5317,1,3,2306,1.0,146.8712,1066781.38671875,7566.33441593662,1.0
5318,1,3,2307,1.0,143.6677,945966.3828125,5854.9708779695,44.0
5319,8,1,2299,1.0,126.6658,741893.11328125,4779.40843243035,1.0
5320,14,1,2302,1.0,126.0102,874319.78515625,5488.90237231667,4.0
5321,2,2,2265,7.0,121.6214,730716.296875,5028.60991519015,0.0
5322,14,2,2308,6.0,118.058,715603.16796875,4481.3218002595,0.0
5323,6,1,2309,1.0,112.3239,662212.70703125,6722.23918032227,1.0
5324,14,1,2310,1.0,111.8237,688720.07421875,3661.19020675963,2.0
5325,1,4,2308,1.0,110.6722,652265.78515625,4777.06988534933,4.0
5326,5,3,2311,8.0,109.516,640390.73828125,5828.11718447153,0.0
5327,14,1,2312,1.0,107.389,665829.53515625,4144.51337241228,1.0
5328,1,1,2313,2.0,105.7345,652542.33203125,9031.59272634567,2.0
5329,1,3,2264,1.0,103.2976,710038.57421875,4780.90754328088,0.0
5330,2,2,2314,1.0,102.2316,628683.390625,3839.73827646796,1.0
5331,14,1,2315,1.0,100.9289,587095.62890625,4756.67303431426,1.0
5332,9,3,2291,1.0,100.5452,599352.91015625,5614.93023011667,0.0
5333,14,1,2304,1.0,99.83749,587977.90625,4139.05481990428,0.0
5334,1,5,2316,1.0,98.14775,637347.07421875,6263.12954574423,3.0
5335,1,3,2285,1.0,95.88905,591141.09375,4232.48107496347,1.0
5336,10,1,2317,1.0,95.77493,565718.84765625,3899.66314413994,0.0
5337,14,3,2301,1.0,90.49552,607281.7578125,4803.58995219928,0.0
5338,1,1,2264,8.0,86.32224,610724.33984375,5243.62574290754,5.0
5339,3,3,2318,1.0,82.34436,484553.765625,3282.84911358917,0.0
5340,10,1,2290,1.0,82.13342,551830.54296875,5549.41201225035,0.0
5341,5,1,2319,1.0,80.65556,470880.421875,4079.86105830179,0.0
5342,1,1,2285,1.0,79.41943,464687.65625,3592.94928527834,0.0
5343,1,1,2266,1.0,78.61295,567679.16796875,3921.5725322746,0.0
5344,19,2,2320,7.0,77.9688,463006.20703125,6828.91396814167,1.0
5345,1,2,2313,1.0,77.23707,470643.75,4416.939027935,0.0
5346,11,1,2321,1.0,75.87457,474203.3125,4151.02986209114,1.0
5347,18,3,2322,6.0,74.59801,448100.48046875,3585.44836293857,16.0
5348,7,1,2266,1.0,67.56685,451444.75390625,4414.78462089606,0.0
5349,7,1,2283,2.0,65.98511,392099.3671875,3553.83788869019,0.0
5350,2,1,2323,1.0,64.97097,379535.921875,3919.44439931127,2.0
5351,2,1,2324,1.0,63.68459,373450.73046875,4345.30409696962,1.0
5352,7,3,2325,1.0,62.02376,428196.3671875,2913.94434030578,2.0
5353,2,1,2283,1.0,59.78623,425788.078125,3197.14740959293,0.0
5354,8,1,2294,1.0,59.77896,401196.296875,3799.36209464243,0.0
5355,10,1,2326,7.0,58.35325,362915.30859375,3479.68896711526,0.0
5356,14,1,2288,1.0,55.88419,372315.9453125,3896.47351083024,0.0
5357,14,1,2327,1.0,55.71669,326873.1875,2252.90593473694,1.0
5358,14,1,2328,7.0,55.16428,317704.65625,3250.872571987,0.0
5359,2,1,2329,1.0,52.05724,306953.1328125,4922.43229201217,1.0
5360,1,3,2264,6.0,51.65218,371427.265625,2810.42927668486,0.0
5361,5,1,2330,6.0,51.29942,317005.87109375,2777.93364249148,0.0
5362,14,1,2331,7.0,49.86191,288394.546875,4612.88072149137,1.0
5363,14,1,2332,1.0,49.31688,329182.671875,3265.05946867532,0.0
5364,14,1,2290,1.0,48.33659,322065.1015625,3190.3068201394,0.0
5365,2,2,2333,1.0,48.09394,292560.8046875,2943.73802719583,1.0
5366,7,3,2300,1.0,46.96871,276425.12109375,4206.30152978347,0.0
5367,2,1,2331,1.0,46.58533,274179.8125,2719.21378432769,0.0
5368,1,3,2268,1.0,45.4283,283428.83984375,2610.30803631258,0.0
5369,3,2,2280,5.0,44.6334,266319.37109375,3746.99001708804,0.0
5370,14,1,2334,1.0,44.047,257789.3203125,2752.72487267828,0.0
5371,18,8,2335,1.0,43.76487,270491.26953125,3068.16148304883,2.0
5372,2,1,2336,7.0,42.71975,264230.28515625,2741.81668688195,0.0
5373,2,1,2275,1.0,41.61972,289680.65234375,3031.77110626093,0.0
5374,14,2,2337,1.0,41.61283,246625.42578125,2447.2549213674,0.0
5375,11,1,2326,1.0,40.11037,237574.265625,2543.89610047538,0.0
5376,8,1,2338,1.0,38.90894,227541.36328125,3378.86228667054,1.0
5377,2,3,2339,8.0,38.37838,224681.64453125,2863.13101062573,0.0
5378,9,3,2340,1.0,37.50243,224349.96875,2938.0625036418,0.0
5379,9,3,2341,8.0,33.89206,207475.96875,2271.93562587703,2.0
5380,14,2,2342,7.0,33.81783,201309.671875,3190.87472166394,0.0
5381,2,1,2343,1.0,33.51366,224611.27734375,2833.87557699426,0.0
5382,10,1,2344,4.0,33.34913,209823.671875,2572.74250548747,0.0
5383,2,5,2345,6.0,31.9204,182459.66796875,2525.68246282781,0.0
5384,14,1,2334,1.0,31.60417,185491.81640625,2033.23657586554,0.0
5385,1,3,2264,2.0,30.78876,225490.953125,2137.08744982478,4.0
