fire_id,cause_id,agency_id,time_id,collection_method,acres_burned,shape_area,shape_length,duration_days
1,14,1,1,7.0,23448.88,138651835.0,140231.608232476,24.0
2,14,1,2,7.0,14056.26,83363928.8945313,104933.207223671,23.0
3,14,1,3,7.0,10396.8,62160638.9140625,96698.599857731,6.0
4,14,2,4,2.0,998.7378,5919678.1015625,15602.0048488298,26.0
5,14,1,1,7.0,831.3855,4946081.875,16094.2170731712,2.0
6,14,1,2,7.0,347.7042,2073567.0,11177.2465382584,3.0
7,7,1,5,7.0,429602.8,2976278451.51563,543809.449227997,45.0
8,14,3,5,3.0,59288.54,362834454.824219,169207.775741037,53.0
9,14,3,6,7.0,55724.17,331298783.972656,241654.717991543,114.0
10,14,3,7,3.0,43975.61,260553640.191406,222266.655247546,108.0
11,14,3,8,3.0,38610.38,232044496.441406,318377.121646276,30.0
12,1,3,9,3.0,23822.11,147526885.351563,86488.3397899506,55.0
13,2,2,10,3.0,23526.35,137790737.367188,106263.443450057,27.0
14,14,2,11,7.0,19902.06,118355318.890625,258807.527663524,20.0
15,11,1,12,7.0,19132.36,129345449.0,89398.2772758444,9.0
16,2,1,13,7.0,17614.5,109616688.113281,90232.8640572231,18.0
17,14,1,14,7.0,15563.13,93459776.3515625,105746.042468749,11.0
18,14,3,15,7.0,15519.74,112042566.890625,177662.851471411,34.0
19,14,1,16,2.0,14166.77,91570764.703125,97807.6408129759,5.0
20,1,4,17,3.0,14103.92,88264175.5351563,88301.879222723,135.0
21,1,3,18,3.0,14020.15,88868281.7265625,71700.9464270762,23.0
22,14,5,9,7.0,13279.43,80662159.5859375,65540.7428611433,4.0
23,1,3,19,7.0,12912.65,92520983.6289063,115246.641474266,42.0
24,1,3,20,6.0,12543.15,79384213.4804688,166541.744211584,122.0
25,1,1,21,2.0,10641.13,67212263.6328125,58797.6376632474,10.0
26,14,2,9,1.0,9637.177,58391993.96875,54852.9200158915,2.0
27,1,5,22,7.0,9204.34,56819593.703125,76439.1017200037,64.0
28,1,3,20,7.0,7224.247,51038776.4453125,66735.5414734239,29.0
29,14,2,9,1.0,5562.288,33599896.5078125,52413.0180713813,13.0
30,2,1,12,2.0,5284.863,34497556.71875,38650.6678623788,10.0
31,11,1,23,3.0,5221.287,30436774.0,42148.2364847187,9.0
32,9,3,24,3.0,5124.031,36359824.5585938,53634.28376337,38.0
33,10,5,25,7.0,4379.456,31387235.3164063,43562.3857508668,7.0
34,14,3,26,7.0,4223.524,26504241.2695313,45168.1163334028,90.0
35,14,1,27,7.0,4123.706,24371344.71875,71430.2455872252,10.0
36,14,2,22,1.0,4044.124,24831608.09375,29475.0196712367,0.0
37,8,1,28,2.0,3819.055,24704568.7226563,72262.1225733948,7.0
38,7,1,29,7.0,3782.467,25775506.8515625,76666.3995121508,7.0
39,14,3,30,7.0,3322.563,22685905.0703125,50500.2574459363,22.0
40,14,2,31,1.0,3283.201,20192310.9648438,23348.200482113,1.0
41,1,3,32,7.0,2936.694,20122155.625,32221.3884585387,14.0
42,14,3,25,7.0,2935.85,17446112.1328125,36414.1264944318,
43,14,1,33,7.0,2755.283,18510255.4335938,30714.4613177861,7.0
44,7,1,34,3.0,1955.33,13061133.5546875,23692.0613958709,14.0
45,14,1,35,8.0,1710.17,10051504.15625,16595.9083264067,2.0
46,10,1,36,7.0,1596.656,9143638.01171875,17306.501925088,5.0
47,14,5,37,7.0,1575.731,9506291.2421875,18566.7124723535,3.0
48,14,3,5,7.0,1496.342,8992646.1875,19427.859269078,12.0
49,14,2,38,1.0,1478.558,8944628.421875,19436.8102868165,1.0
50,11,1,39,1.0,1403.642,8544377.6484375,22733.9424058068,2.0
51,2,1,40,2.0,1383.055,8335425.14453125,14660.2068754131,3.0
52,14,2,15,1.0,1357.199,8325063.8203125,21694.0982165048,2.0
53,14,1,29,7.0,1295.254,8163331.00390625,19638.4579060062,3.0
54,1,1,9,1.0,1262.497,8950921.47265625,17230.6612871321,10.0
55,9,1,41,7.0,1207.01,8030223.7265625,27311.1953739543,1.0
56,7,1,41,7.0,1130.459,6725217.25390625,25636.6979164166,3.0
57,14,2,42,1.0,1074.765,6512362.46484375,12318.3678671253,0.0
58,14,1,14,1.0,1060.483,7188023.90625,14505.8247959457,3.0
59,2,1,43,7.0,1054.964,6591307.0390625,13508.8756720508,1.0
60,9,5,44,7.0,954.2029,5832673.83203125,19686.3910856349,7.0
61,14,3,18,7.0,909.145,6642854.91796875,15241.5893529225,3.0
62,2,1,45,2.0,908.0415,5848823.1015625,20854.6836269917,9.0
63,2,1,46,4.0,899.6971,5730405.27734375,15368.649560791,1.0
64,14,2,47,1.0,890.5767,5469140.94921875,12910.3226334428,1.0
65,2,1,41,3.0,889.624,5242907.3671875,12194.1710610459,2.0
66,1,1,5,7.0,863.4775,5027491.3984375,15445.1544279237,5.0
67,13,3,48,8.0,856.1542,4985068.19140625,17100.1470355444,5.0
68,2,1,49,2.0,744.1025,4794644.10546875,16005.1534849189,8.0
69,5,1,21,7.0,695.3708,4722593.4609375,21373.7852928287,35.0
70,14,1,14,2.0,642.2083,4019136.0703125,18368.5796814234,6.0
71,14,2,16,1.0,616.9343,3770620.0390625,8205.60847352951,1.0
72,10,5,50,7.0,563.8792,3996294.14453125,12467.3533231751,3.0
73,14,2,51,1.0,542.5854,3328561.95703125,9932.93016940803,1.0
74,9,3,52,6.0,536.6061,3841498.90625,20409.5374388635,8.0
75,14,2,53,1.0,526.3655,3206572.5,8494.47453955328,1.0
76,5,1,54,1.0,523.3388,3259691.51171875,10571.2449358452,0.0
77,7,1,55,7.0,517.0266,3039078.3671875,13497.8173260793,4.0
78,7,1,56,1.0,512.1791,3185410.9296875,8896.63577628839,2.0
79,1,3,57,7.0,493.9644,3228409.70703125,9403.47961740795,23.0
80,14,5,58,7.0,472.7928,2838793.49609375,8195.65090832362,3.0
81,14,5,59,7.0,472.0264,2889353.671875,10878.1335845181,2.0
82,11,1,49,2.0,461.6589,3016017.7421875,12711.6775624769,5.0
83,5,5,60,7.0,453.8131,2786434.3046875,15001.8927032883,8.0
84,10,6,57,4.0,432.6296,2889413.828125,8562.31801928517,0.0
85,10,1,61,1.0,429.1544,2781455.0234375,11873.8208095078,0.0
86,14,2,62,1.0,428.4925,2581007.015625,14028.3090118975,1.0
87,14,2,63,1.0,427.2897,2604619.8125,10916.7172102999,5.0
88,14,5,64,7.0,419.8341,2505807.453125,6745.52172925353,9.0
89,9,1,65,7.0,417.4464,2803286.078125,16194.0547907748,1.0
90,2,1,66,3.0,411.5643,3006109.34765625,14282.377378853,7.0
91,2,3,67,7.0,411.3604,2358305.79296875,13482.7563380264,2.0
92,14,1,16,7.0,403.2409,2304013.90234375,13248.443125605,2.0
93,1,3,32,6.0,395.5634,2885370.34375,8683.33955804932,5.0
94,14,2,68,7.0,393.3771,2347800.49609375,10351.4625048321,4.0
95,14,2,31,1.0,392.9767,2366060.0,7478.16782061892,1.0
96,14,3,69,6.0,370.8842,2269394.3125,5790.06311176835,3.0
97,14,2,70,1.0,356.6399,2174150.421875,6139.44785712214,3.0
98,14,2,71,1.0,352.2255,2163613.98828125,7081.48468326041,1.0
99,14,2,22,1.0,347.2924,2139404.59765625,10068.3033651352,1.0
100,14,1,72,3.0,343.6256,2024836.72265625,8939.32382887783,1.0
101,4,3,73,7.0,334.1724,2196679.83984375,14131.3220031845,13.0
102,2,1,42,1.0,331.2043,2019740.44140625,9195.54046474578,0.0
103,11,2,74,1.0,329.2224,1991192.6015625,9011.70570931569,4.0
104,7,1,45,7.0,322.6475,2076383.4296875,6157.3234052469,0.0
105,14,5,28,7.0,317.0617,1889810.27734375,8871.47911685289,6.0
106,1,4,75,7.0,310.031,2016548.6171875,13085.2117371485,16.0
107,1,3,22,4.0,299.6147,2182652.2265625,9131.62628378812,2.0
108,14,3,76,6.0,298.1226,1769786.921875,6394.98244484536,16.0
109,14,1,28,7.0,296.4171,1693995.2109375,7447.40874748945,1.0
110,14,2,20,6.0,289.8958,1750401.79296875,6730.82672367427,1.0
111,14,2,77,1.0,276.5219,1687703.7890625,8156.715730112,1.0
112,14,2,78,1.0,272.9945,1682385.58984375,6484.30231865997,1.0
113,14,5,79,7.0,264.2433,1551340.31640625,9355.09960689183,2.0
114,14,6,49,3.0,262.4109,1752534.22265625,6534.52079536744,0.0
115,9,1,80,3.0,261.3878,1540144.92578125,7918.50578268031,2.0
116,14,4,70,7.0,260.6602,1646569.171875,6249.78113323458,117.0
117,14,5,18,7.0,259.9372,1484833.60546875,6792.67472884183,0.0
118,14,2,81,1.0,254.9848,1547368.01171875,8543.94165287284,1.0
119,8,5,82,7.0,254.0351,1500478.73046875,11334.2708942149,3.0
120,9,1,83,7.0,252.9656,1575814.75,9348.52984559546,1.0
121,18,5,84,7.0,239.119,1395399.4453125,15380.4902521717,5.0
122,9,1,85,7.0,225.1171,1408358.953125,7971.65878490148,10.0
123,14,2,86,1.0,217.4707,1323367.55078125,9693.65860763631,1.0
124,14,2,87,1.0,215.4237,1325573.05859375,4841.54018900885,1.0
125,8,7,64,6.0,215.105,1274957.05859375,8975.44424318796,9.0
126,10,1,88,2.0,212.5165,1356666.00390625,5907.64426322391,3.0
127,14,3,25,6.0,211.2695,1427073.921875,9869.98058495452,16.0
128,14,2,57,1.0,209.7129,1287961.046875,9140.32959617112,1.0
129,2,1,31,1.0,208.7452,1288907.40234375,5296.31525138923,0.0
130,14,2,89,1.0,197.0585,1207293.01953125,5474.7509239983,1.0
131,4,1,62,7.0,191.3729,1201080.7890625,5323.0862642654,3.0
132,2,1,46,7.0,186.7424,1077325.9140625,5911.56309763953,1.0
133,11,1,90,1.0,181.9529,1122635.60546875,4663.65489334382,0.0
134,14,2,91,1.0,179.6678,1089462.015625,6224.24617644344,0.0
135,11,1,5,6.0,176.418,1205670.359375,7779.04492232258,1.0
136,14,2,62,1.0,163.1262,1002429.29296875,4047.88545818619,1.0
137,1,5,9,7.0,161.0311,973595.11328125,5602.1311569549,2.0
138,14,2,92,1.0,160.834,988657.96484375,5007.50848047297,2.0
139,11,1,93,1.0,157.6553,983622.7265625,5011.1870944925,1.0
140,2,1,94,5.0,144.278,979373.65234375,5977.54954361159,2.0
141,9,5,95,7.0,141.743,864808.83203125,14128.9442366672,1.0
142,14,2,58,1.0,141.146,862682.4921875,5161.772985954,1.0
143,14,1,88,7.0,136.5067,780372.1796875,4497.2993346183,2.0
144,14,1,61,8.0,134.3121,786488.11328125,5356.68879429085,3.0
145,14,2,15,3.0,132.8858,789935.625,4472.00149656248,2.0
146,14,2,21,1.0,131.9613,797142.5,3493.44382229381,1.0
147,14,5,12,7.0,126.07,741481.55078125,4562.85909413549,3.0
148,14,2,53,1.0,124.1726,757649.87890625,6604.91930765787,1.0
149,10,8,96,7.0,123.438,740642.3046875,4949.99508388997,0.0
150,14,6,22,1.0,121.7129,748495.234375,5782.59507586827,0.0
151,10,1,39,1.0,120.0366,796437.98046875,5405.31147120726,0.0
152,14,2,97,1.0,119.0229,718880.015625,4873.74755137496,1.0
153,14,2,40,2.0,116.1366,704899.015625,4815.72210346444,2.0
154,14,6,98,1.0,109.6348,674593.2734375,3347.32535244997,0.0
155,1,1,22,8.0,109.1032,794510.50390625,9099.31732158933,2.0
156,14,3,96,6.0,109.0292,652992.5625,5046.91324351127,8.0
157,10,1,76,1.0,104.1382,684232.5,4406.54937021557,0.0
158,14,6,22,2.0,101.7845,741504.20703125,10203.6628459662,0.0
159,10,1,83,1.0,101.5416,709225.3046875,3516.02191976525,0.0
160,14,1,86,3.0,101.4715,591887.5234375,6070.00766660654,2.0
161,11,1,99,3.0,101.3442,632878.6875,6901.72654996001,5.0
162,14,3,100,7.0,99.1321,579620.04296875,4576.69009691615,9.0
163,2,1,101,5.0,98.73624,671574.6171875,4223.44026594667,5.0
164,14,5,91,1.0,97.80309,599887.75390625,4638.82167221718,3.0
165,14,1,37,7.0,95.85375,620830.5,4893.72684243994,0.0
166,5,1,25,1.0,95.54716,659059.4609375,6058.73243871832,1.0
167,14,1,102,1.0,93.72002,574609.3671875,5225.46504645185,9.0
168,14,2,18,1.0,93.49149,572023.4765625,3250.3234516066,0.0
169,10,1,15,3.0,92.34819,645719.3828125,6843.12997431368,1.0
170,8,1,88,1.0,91.0295,577358.45703125,3914.43610241715,13.0
171,14,1,55,7.0,88.36693,547785.2734375,5817.28990883652,3.0
172,10,1,103,1.0,87.90668,580782.4453125,3858.15203544058,0.0
173,10,1,104,1.0,85.31154,597411.41015625,3463.6761251325,3.0
174,10,1,61,1.0,84.77656,569655.20703125,8270.48219133,0.0
175,7,5,19,7.0,79.88668,521149.05078125,5057.94525082031,26.0
176,9,5,65,7.0,78.61796,449470.58984375,5669.36799454302,0.0
177,14,2,95,1.0,78.08947,475413.46875,3167.04599127204,0.0
178,14,2,105,1.0,77.51704,474916.35546875,3441.01194160292,1.0
179,14,3,15,6.0,76.63322,468556.06640625,2711.02962850394,2.0
180,5,1,106,1.0,75.39873,510148.31640625,5056.8149319898,0.0
181,11,1,8,1.0,74.41171,458671.8671875,2690.83629236446,0.0
182,14,2,58,1.0,73.68279,450838.49609375,3069.72388401532,1.0
183,14,3,107,2.0,72.71605,434367.921875,3846.74699273096,4.0
184,7,1,108,1.0,71.85108,450247.44140625,3391.42128903102,0.0
185,7,1,10,2.0,71.58815,471980.94140625,4217.12135253295,0.0
186,7,1,43,1.0,71.03995,467393.95703125,3919.227754629,5.0
187,14,1,8,8.0,70.24644,412320.3984375,4025.6411210836,0.0
188,14,2,14,1.0,69.36256,427253.29296875,3658.5148051228,0.0
189,9,1,109,1.0,68.85107,393617.5546875,4005.96309728374,1.0
190,14,1,110,2.0,67.26244,400799.61328125,3185.74224488361,1.0
191,14,2,87,1.0,65.44274,401172.515625,3540.63706545198,1.0
192,7,1,58,3.0,64.26192,378607.67578125,3593.31779623027,0.0
193,10,1,111,7.0,64.12293,384115.640625,5379.80558769703,0.0
194,7,1,30,1.0,62.47217,428111.21875,3719.88952867795,2.0
195,14,2,81,1.0,62.28129,380815.484375,3583.49775936078,0.0
196,11,1,64,2.0,61.6387,410396.484375,6339.38443792946,4.0
197,11,1,112,1.0,60.2354,415109.7265625,3672.60011398504,0.0
198,10,1,8,1.0,60.21759,421655.46484375,4031.29868836259,3.0
199,14,5,19,7.0,59.79034,361664.16796875,4117.84774580226,7.0
200,14,2,15,1.0,59.50274,365349.8203125,2916.17657310192,1.0
201,14,2,37,1.0,58.64127,357915.5234375,2793.34968833646,1.0
202,9,1,59,1.0,57.08528,367111.515625,3260.02521295441,1.0
203,14,2,46,1.0,56.98214,345374.46484375,2687.9793426575,0.0
204,14,2,113,1.0,56.73235,345987.046875,2552.76198371173,0.0
205,14,5,76,7.0,56.56629,334622.890625,5403.79400472694,4.0
206,14,2,92,1.0,56.402,344188.953125,4312.62256381908,0.0
207,14,3,32,3.0,55.70341,382598.4140625,3643.72239434411,14.0
208,14,2,45,1.0,55.6607,338504.47265625,2713.36791761474,0.0
209,1,4,17,7.0,55.61696,360671.39453125,6427.25652168987,90.0
210,14,2,31,1.0,55.41169,340665.46875,3720.19427213683,3.0
211,9,1,33,7.0,53.42971,332643.01953125,2770.02572341898,3.0
212,14,2,66,1.0,53.36197,324725.51171875,2665.46665730065,1.0
213,14,2,32,1.0,52.62851,320797.6796875,2697.70199398872,0.0
214,14,2,40,1.0,52.22429,320357.9453125,2681.58622157391,0.0
215,14,4,49,2.0,52.11252,331099.6171875,2496.69388734598,38.0
216,9,1,29,2.0,51.05938,339169.03515625,4311.77405672603,3.0
217,7,1,64,4.0,51.04713,330662.80859375,3527.73105943315,1.0
218,9,1,70,6.0,51.00266,320709.625,2654.47431043805,3.0
219,14,3,23,6.0,50.31151,320935.83984375,2654.77795669634,2.0
220,2,1,114,7.0,50.05513,290974.3203125,3727.86188403051,1.0
221,5,1,5,2.0,49.60625,319583.1015625,3418.60803450828,1.0
222,2,1,115,1.0,48.95063,311117.57421875,4210.28095711648,2.0
223,14,2,10,1.0,47.84439,291111.609375,3886.05946320966,1.0
224,14,2,116,1.0,47.46571,289309.5390625,3963.42848330146,3.0
225,1,3,9,7.0,46.63833,288444.80078125,3210.97847290079,7.0
226,11,1,117,1.0,46.51128,278417.4609375,3894.61838459018,0.0
227,2,1,43,3.0,45.79848,292302.15625,3067.86567286032,1.0
228,14,2,118,1.0,45.57498,275334.9921875,2564.37792235901,0.0
229,2,1,41,3.0,44.97513,317223.48046875,6441.07474602944,2.0
230,5,7,119,8.0,44.96106,265202.953125,2175.49707552923,0.0
231,14,6,120,1.0,43.32871,264296.25,2606.14699010957,0.0
232,11,3,36,7.0,42.96142,246294.70703125,2776.5758221209,1.0
233,14,2,45,1.0,42.81101,260393.453125,2159.2940975479,1.0
234,14,2,121,1.0,42.58892,258907.5,2247.663102779,1.0
235,14,1,122,7.0,41.68362,251259.38671875,2292.18738092599,0.0
236,1,5,9,7.0,41.53341,294545.546875,3200.48465841268,9.0
237,3,2,16,1.0,40.76807,247061.515625,2189.95643970787,0.0
238,2,1,29,7.0,40.67759,270194.71484375,3277.58762186467,0.0
239,14,5,123,7.0,39.97076,239819.1640625,5307.97632969563,0.0
240,14,2,21,1.0,39.78333,242065.48828125,2786.15019078248,0.0
241,14,2,124,1.0,39.70197,243857.234375,2490.1660027342,0.0
242,1,1,21,2.0,39.02367,249965.49609375,3573.03763949751,2.0
243,14,2,14,1.0,38.00743,229419.46484375,2074.48833280597,1.0
244,14,1,125,8.0,38.00608,224164.109375,3208.45346163078,1.0
245,14,2,13,1.0,37.60654,227071.9453125,2376.11999277465,1.0
246,7,1,126,1.0,36.99982,244607.50390625,2624.76177456441,0.0
247,10,1,127,5.0,36.68454,221508.44921875,2079.84362620561,0.0
248,11,1,128,1.0,36.47032,226908.9453125,1979.63329864181,0.0
249,14,1,31,1.0,35.90513,226939.80078125,2342.11525399952,0.0
250,10,3,36,8.0,35.31696,210545.890625,3029.09433812349,1.0
251,14,2,95,1.0,33.7582,206084.0078125,2341.37301534056,1.0
252,4,1,104,7.0,33.54623,228553.8359375,3583.73208574068,4.0
253,9,5,62,7.0,33.50643,197267.1484375,2849.64409460025,0.0
254,7,1,48,7.0,33.47947,191801.0,2888.05723304154,0.0
255,1,1,115,1.0,33.28989,210428.671875,3757.61631262343,0.0
256,9,2,129,1.0,33.07992,199449.47265625,1988.42219261805,0.0
257,7,1,130,2.0,32.96128,211350.68359375,3863.85788479754,0.0
258,11,2,131,1.0,32.84939,201849.5078125,2349.2362573161,0.0
259,14,5,41,8.0,32.37347,185330.1953125,3111.40342247674,0.0
260,2,1,32,1.0,31.95447,197660.46484375,2436.14900846853,2.0
261,14,1,45,1.0,31.89286,221502.328125,2170.93475852228,0.0
262,1,3,132,7.0,31.23761,227949.875,2770.46264476241,1.0
263,14,2,52,1.0,31.22492,188577.00390625,3021.78614650768,0.0
264,15,3,46,6.0,30.44253,177912.08984375,1619.27347538795,0.0
265,14,2,36,1.0,30.18414,184512.0,1743.56851988724,1.0
266,1,4,75,3.0,29.55619,192452.2421875,4197.40222330655,47.0
267,5,1,69,3.0,29.10712,182691.5625,2522.68212190604,0.0
268,14,2,16,1.0,29.02665,177193.02734375,1739.73145101485,0.0
269,7,3,73,6.0,28.54437,170551.13671875,2288.77564478361,3.0
270,14,2,69,1.0,28.39853,174356.0,1831.3776692859,0.0
271,14,2,19,1.0,28.35473,174684.27734375,2155.72600639356,0.0
272,9,1,124,2.0,28.29969,191114.3984375,2609.97212030036,2.0
273,2,1,59,1.0,28.25279,171947.21484375,1697.47621396524,0.0
274,9,1,40,1.0,28.01812,176648.796875,1949.27484413002,2.0
275,2,1,133,1.0,27.87774,203834.70703125,2419.75754429382,0.0
276,14,2,133,1.0,27.84261,169484.05859375,2227.30787336333,0.0
277,9,1,134,1.0,27.25527,156114.8828125,2559.38494310793,0.0
278,14,2,9,1.0,27.20513,164429.17578125,2401.15851361385,0.0
279,2,1,133,1.0,25.64202,177578.06640625,3084.44841125281,0.0
280,10,1,114,1.0,24.86569,144398.24609375,2033.6431435936,1.0
281,14,2,25,1.0,24.77898,149234.7578125,1565.31659131759,0.0
282,14,5,65,7.0,24.54488,148227.66015625,2623.78633584586,3.0
283,14,2,59,1.0,24.41115,150286.46484375,2152.4552496113,0.0
284,10,1,95,1.0,24.31393,151995.38671875,1852.48660763169,0.0
285,9,1,7,6.0,23.97869,162529.25,1621.25751857352,6.0
286,2,1,102,6.0,23.83634,162081.79296875,2667.61319793051,0.0
287,14,2,100,1.0,23.75912,144941.16796875,2625.98740252146,0.0
288,14,2,78,1.0,23.75165,146209.0,1971.70126260858,0.0
289,14,2,35,1.0,23.72649,145774.72265625,2252.92362038795,0.0
290,10,1,135,3.0,23.58384,140984.25,2283.864299304,2.0
291,5,1,136,6.0,23.42525,145059.8359375,2370.81258647445,1.0
292,14,5,134,7.0,23.12263,138760.40234375,3099.66382791572,1.0
293,14,2,93,1.0,22.82088,140519.05078125,1609.15382695198,0.0
294,7,5,137,7.0,22.60514,132861.875,2984.33400955942,0.0
295,14,1,29,7.0,22.57423,129040.4765625,2185.09472599824,1.0
296,9,1,133,1.0,22.31638,150310.1328125,1679.27982746541,0.0
297,7,5,138,7.0,22.09362,126314.6171875,2701.76440830718,1.0
298,14,2,83,1.0,21.81498,134023.484375,1654.11604058007,0.0
299,1,5,5,7.0,21.51391,152579.0703125,2387.88030204211,2.0
300,14,3,73,6.0,21.3633,149736.05078125,1794.54994318753,6.0
301,14,2,45,1.0,20.9724,127612.8046875,2195.00546179105,0.0
302,5,1,29,1.0,20.6361,144095.56640625,1742.72331244701,0.0
303,14,1,73,6.0,20.37168,129647.50390625,1352.80296955653,2.0
304,10,9,74,1.0,20.23684,116024.47265625,3063.81818885405,1.0
305,14,2,139,1.0,19.78715,120968.24609375,2212.80735329041,1.0
306,11,1,10,8.0,19.77127,114999.9765625,1608.85821761179,0.0
307,14,5,140,7.0,19.74748,135593.265625,3612.7663169776,0.0
308,5,3,72,6.0,19.67888,124320.92578125,4752.93899323117,0.0
309,11,1,8,1.0,19.33734,134393.16015625,1778.62292116519,0.0
310,2,1,52,1.0,19.13121,130777.01953125,1489.48750808054,0.0
311,14,2,141,1.0,19.11954,115755.3828125,1417.51713853261,1.0
312,14,2,62,1.0,18.61898,113291.96484375,1430.15517725942,0.0
313,5,3,90,1.0,18.55979,126212.28125,2022.0831657929,1.0
314,9,1,58,1.0,18.41734,128527.84375,2707.2758541133,0.0
315,14,5,79,7.0,18.1941,106090.26953125,2654.3768907297,2.0
316,14,1,110,1.0,18.04295,104780.24609375,2490.78316822629,0.0
317,9,1,142,1.0,17.8901,102697.58203125,2173.45577164739,0.0
318,14,2,60,1.0,17.88544,108201.359375,1756.87867505836,1.0
319,7,1,95,1.0,17.85367,102025.9609375,2018.98252012342,2.0
320,14,2,143,1.0,17.69939,106716.03125,1374.57077328372,1.0
321,2,1,22,1.0,17.68905,120554.19921875,1804.69004528787,3.0
322,9,3,144,6.0,17.48269,104057.8515625,1869.3761825813,0.0
323,11,2,46,1.0,17.28234,105079.5,1963.06755783448,0.0
324,14,5,145,8.0,17.19862,98639.37109375,8150.17590723723,21.0
325,7,3,146,6.0,17.17227,102053.60546875,1531.03487819767,2.0
326,14,2,35,1.0,17.11819,105421.46875,1948.15053605968,1.0
327,7,1,113,7.0,16.87874,100822.859375,2242.81753582213,1.0
328,11,4,126,1.0,16.84301,105690.98828125,1881.78180507511,0.0
329,2,1,50,1.0,16.76944,113675.5,2475.60751513328,0.0
330,5,6,147,1.0,16.6015,114245.55078125,2404.65597841783,0.0
331,2,3,12,4.0,16.58275,103683.58203125,1415.94854013758,2.0
332,1,1,50,1.0,16.48961,118220.6328125,2397.37483116791,8.0
333,14,2,89,1.0,16.17125,98019.97265625,1298.38049254566,1.0
334,14,2,89,1.0,15.91873,96861.63671875,1422.183705666,1.0
335,14,2,134,1.0,15.90758,97652.3515625,1248.80286141971,0.0
336,14,5,38,7.0,15.85077,96417.6796875,1614.53713824528,0.0
337,14,2,45,1.0,15.80758,96361.42578125,1698.2024785364,1.0
338,14,2,59,1.0,15.78234,96068.05078125,1928.44876802714,0.0
339,2,1,41,1.0,15.75969,104694.5078125,1323.81199894079,0.0
340,14,2,72,1.0,15.52731,94654.06640625,1459.91822534901,0.0
341,9,1,72,1.0,15.5166,103818.82421875,2876.59233018541,0.0
342,14,2,22,1.0,15.47576,93549.05859375,1686.73715636906,0.0
343,7,1,135,1.0,15.33493,93327.7890625,1596.38341644272,0.0
344,14,2,72,1.0,15.30726,93717.55859375,2079.97858119165,0.0
345,11,2,148,1.0,15.25049,92971.52734375,1931.86620712714,0.0
346,14,2,149,2.0,15.14066,89683.765625,1583.12962460891,0.0
347,14,2,95,1.0,15.11743,91125.5078125,1455.83433571957,1.0
348,10,1,150,1.0,14.84497,93589.171875,1803.2802088318,1.0
349,10,3,151,8.0,14.83525,88160.8671875,1799.55185786766,1.0
350,14,2,115,1.0,14.80014,90320.5078125,1454.46388446952,0.0
351,14,1,35,1.0,14.658,94323.5,1518.10477202706,0.0
352,14,6,152,1.0,14.27318,86871.953125,1433.24966870252,0.0
353,14,2,61,1.0,14.18772,86548.05859375,1711.23371907136,0.0
354,14,6,64,3.0,14.17589,84064.3359375,1701.18269513376,3.0
355,14,5,153,7.0,14.17096,83375.05859375,1876.14335317186,0.0
356,2,1,154,1.0,14.12873,93634.296875,1592.24776949783,0.0
357,1,1,33,1.0,14.02784,96636.92578125,1529.11915604496,3.0
358,14,1,155,1.0,14.02113,97369.8828125,1769.98072140209,0.0
359,14,2,73,1.0,13.9395,84997.96484375,1266.59410941102,0.0
360,14,1,92,1.0,13.89075,94319.109375,1905.65714253378,4.0
361,14,4,156,6.0,13.72595,89643.9375,2207.87102705887,3.0
362,10,1,13,1.0,13.65462,83167.6796875,1385.44764699065,1.0
363,14,5,29,7.0,13.59884,83426.6328125,1534.98343907546,0.0
364,14,6,8,3.0,13.59511,80578.015625,1257.71458723201,1.0
365,1,3,5,4.0,13.28605,96726.75390625,1484.35726267757,1.0
366,14,2,157,1.0,13.12934,79073.7265625,1212.64058278426,0.0
367,14,2,158,1.0,12.85141,78426.71875,1148.8393912832,0.0
368,14,1,132,3.0,12.84437,73730.52734375,1768.17639843285,2.0
369,13,8,136,1.0,12.82775,79109.578125,2923.07778139962,0.0
370,2,1,15,1.0,12.82698,87137.078125,1199.4193658063,1.0
371,11,1,107,1.0,12.68023,85165.26171875,1388.88929462545,0.0
372,14,2,159,1.0,12.52373,76112.50390625,1164.11140798622,0.0
373,5,1,160,1.0,12.45133,84639.015625,1644.21841636131,1.0
374,2,1,161,7.0,12.3688,74557.4140625,1087.14530753305,0.0
375,10,3,107,6.0,12.19355,73107.61328125,1632.24821526152,2.0
376,14,5,153,7.0,12.172,73424.72265625,4142.53781115679,0.0
377,14,2,55,1.0,11.84859,71322.83203125,1234.57678364737,0.0
378,7,9,119,4.0,11.83813,67883.92578125,1365.60564339697,0.0
379,7,6,97,1.0,11.81205,81559.76953125,1490.50088896518,0.0
380,1,1,47,8.0,11.79568,85117.9609375,1391.75338454003,4.0
381,14,2,32,1.0,11.68679,71091.9296875,1556.73315514204,0.0
382,14,1,137,7.0,11.65821,67901.6171875,1209.60651039025,0.0
383,14,1,162,2.0,11.4557,77873.4296875,1692.1710120119,0.0
384,14,1,15,1.0,11.43162,72287.5546875,1115.58215554991,0.0
385,14,1,43,2.0,11.37759,82587.3359375,1424.55490358453,0.0
386,14,2,146,1.0,11.31253,68480.83203125,1322.42239140893,0.0
387,1,3,22,6.0,11.03462,79217.078125,1587.90473145286,2.0
388,11,1,163,1.0,10.93155,67569.12109375,1439.77847763027,0.0
389,14,9,129,1.0,10.83364,70744.796875,1663.233714859,0.0
